csv_code,csv_name,csv_unit,idarticle,idunite,codearticle,stock_delete_clauses,inventaire_delete_clauses,log_delete_clauses,price_delete_clauses,zero_stock
23800247401,AIGLE D OR ROSO NOIR P31,PAIRE,2413,3187,0070241300,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070241300'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070241300'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070241300',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070241300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070241300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070241300' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070241300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070241300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070241300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800247601,AIGLE D OR ROSO NOIR P33,PAIRE,2415,3189,0070241500,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070241500'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070241500'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070241500',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070241500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070241500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070241500' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070241500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070241500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070241500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800247701,AIGLE D OR ROSO NOIR P34,PAIRE,2416,3190,0070241600,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070241600'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070241600'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070241600',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070241600' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070241600' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070241600' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070241600' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070241600' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070241600' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800247901,AIGLE D OR ROSO NOIR P36,PAIRE,2418,3192,0070241800,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070241800'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070241800'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070241800',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070241800' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070241800' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070241800' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070241800' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070241800' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070241800' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800248001,AIGLE D OR ROSO NOIR P37,PAIRE,2419,3193,0070241900,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070241900'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070241900'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070241900',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070241900' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070241900' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070241900' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070241900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070241900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070241900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800248101,AIGLE D OR ROSO NOIR P38,PAIRE,2420,3194,0070242000,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070242000'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070242000'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070242000',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070242000' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070242000' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070242000' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070242000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070242000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070242000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800253501,AIGLE D OR ROTSY VERT VERDANA P37,PAIRE,2474,3254,0070247400,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070247400'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070247400'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070247400',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070247400' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070247400' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070247400' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070247400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070247400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070247400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800253601,AIGLE D OR ROTSY VERT VERDANA P38,PAIRE,2475,3255,0070247500,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070247500'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070247500'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070247500',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070247500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070247500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070247500' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070247500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070247500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070247500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800253801,AIGLE D OR ROTSY VERT VERDANA P40,PAIRE,2477,3257,0070247700,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070247700'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070247700'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070247700',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070247700' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070247700' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070247700' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070247700' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070247700' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070247700' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800338001,AIGLE D OR SAFIDY C P39,PAIRE,3295,4317,0070329500,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070329500'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070329500'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070329500',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070329500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070329500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070329500' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070329500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070329500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070329500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800337901,AIGLE D OR SAFIDY C P40,PAIRE,3294,4316,0070329400,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070329400'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070329400'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070329400',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070329400' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070329400' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070329400' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070329400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070329400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070329400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800337801,AIGLE D OR SAFIDY C P41,PAIRE,3293,4315,0070329300,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070329300'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070329300'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070329300',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070329300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070329300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070329300' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070329300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070329300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070329300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800337701,AIGLE D OR SAFIDY C P42,PAIRE,3292,4314,0070329200,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070329200'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070329200'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070329200',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070329200' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070329200' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070329200' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070329200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070329200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070329200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800331101,AIGLE D OR SANGANY OCR P36,PAIRE,3229,4246,0070322900,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070322900'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070322900'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070322900',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070322900' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070322900' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070322900' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070322900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070322900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070322900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800347301,AIGLE D OR SANJY P39,PAIRE,3385,4421,0070338500,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070338500'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070338500'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070338500',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070338500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070338500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070338500' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070338500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070338500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070338500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800346501,AIGLE D OR SANJY P41,PAIRE,3377,4413,0070337700,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070337700'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070337700'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070337700',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070337700' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070337700' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070337700' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070337700' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070337700' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070337700' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800346201,AIGLE D OR SANJY P42,PAIRE,3374,4410,0070337400,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070337400'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070337400'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070337400',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070337400' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070337400' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070337400' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070337400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070337400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070337400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800346101,AIGLE D OR SANJY P43,PAIRE,3373,4409,0070337300,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070337300'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070337300'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070337300',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070337300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070337300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070337300' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070337300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070337300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070337300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800346901,AIGLE D OR SANJY P44,PAIRE,3381,4417,0070338100,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070338100'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070338100'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070338100',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070338100' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070338100' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070338100' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070338100' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070338100' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070338100' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800347001,AIGLE D OR SANJY P45,PAIRE,3382,4418,0070338200,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070338200'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070338200'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070338200',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070338200' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070338200' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070338200' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070338200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070338200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070338200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800223601,AIGLE D OR SARIAKA MARRON P35,PAIRE,2184,2911,0070218400,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070218400'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070218400'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070218400',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070218400' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070218400' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070218400' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070218400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070218400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070218400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800223701,AIGLE D OR SARIAKA MARRON P37,PAIRE,2185,2912,0070218500,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070218500'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070218500'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070218500',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070218500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070218500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070218500' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070218500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070218500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070218500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800208801,AIGLE D OR SARIAKA MARRON P38,PAIRE,2042,2738,0070204200,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070204200'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070204200'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070204200',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070204200' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070204200' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070204200' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070204200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070204200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070204200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800208901,AIGLE D OR SARIAKA MARRON P39,PAIRE,2043,2739,0070204300,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070204300'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070204300'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070204300',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070204300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070204300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070204300' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070204300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070204300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070204300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23800209001,AIGLE D OR SARIAKA MARRON P40,PAIRE,2044,2740,0070204400,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0070204400'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0070204400'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0070204400',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0070204400' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0070204400' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0070204400' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0070204400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0070204400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0070204400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
